Optimizer,learning_rate,epoch,loss
Adadelta,1.00e+00,28,4958845
Adadelta,1.00e+00,29,4862238
Adadelta,1.00e+00,30,4764935
Adadelta,1.00e+00,31,4667160
Adadelta,1.00e+00,32,4569153
Adadelta,1.00e+00,33,4471158
Adadelta,1.00e+00,34,4373424
Adadelta,1.00e+00,35,4276212
Adadelta,1.00e+00,36,4179786
Adadelta,1.00e+00,37,4084419
Adadelta,1.00e+00,38,3990389
Adadelta,1.00e+00,39,3897982
Adadelta,1.00e+00,40,3807490
Adadelta,1.00e+00,41,3719196
Adadelta,1.00e+00,42,3633370
Adadelta,1.00e+00,43,3550237
Adadelta,1.00e+00,44,3469970
Adadelta,1.00e+00,45,3392651
Adadelta,1.00e+00,46,3318292
Adadelta,1.00e+00,47,3246863
Adadelta,1.00e+00,48,3178288
Adadelta,1.00e+00,49,3112474
Adadelta,1.00e+00,50,3049351
Adadelta,1.00e+00,51,2988768
Adadelta,1.00e+00,52,2930578
Adadelta,1.00e+00,53,2874642
Adadelta,1.00e+00,54,2820799
Adadelta,1.00e+00,55,2768933
Adadelta,1.00e+00,56,2718883
Adadelta,1.00e+00,57,2670541
Adadelta,1.00e+00,58,2623784
Adadelta,1.00e+00,59,2578501
Adadelta,1.00e+00,60,2534578
Adadelta,1.00e+00,61,2491915
Adadelta,1.00e+00,62,2450344
Adadelta,1.00e+00,63,2409756
Adadelta,1.00e+00,64,2370034
Adadelta,1.00e+00,65,2331076
Adadelta,1.00e+00,66,2292794
Adadelta,1.00e+00,67,2255095
Adadelta,1.00e+00,68,2217901
Adadelta,1.00e+00,69,2181149
Adadelta,1.00e+00,70,2144794
Adadelta,1.00e+00,71,2108800
Adadelta,1.00e+00,72,2073131
Adadelta,1.00e+00,73,2037779
Adadelta,1.00e+00,74,2002739
Adadelta,1.00e+00,75,1968012
Adadelta,1.00e+00,76,1933605
Adadelta,1.00e+00,77,1899528
Adadelta,1.00e+00,78,1865797
Adadelta,1.00e+00,79,1832435
Adadelta,1.00e+00,80,1799474
Adadelta,1.00e+00,81,1766950
Adadelta,1.00e+00,82,1734891
Adadelta,1.00e+00,83,1703322
Adadelta,1.00e+00,84,1672265
Adadelta,1.00e+00,85,1641732
Adadelta,1.00e+00,86,1611742
Adadelta,1.00e+00,87,1582313
Adadelta,1.00e+00,88,1553463
Adadelta,1.00e+00,89,1525210
Adadelta,1.00e+00,90,1497575
Adadelta,1.00e+00,91,1470579
Adadelta,1.00e+00,92,1444237
Adadelta,1.00e+00,93,1418553
Adadelta,1.00e+00,94,1393540
Adadelta,1.00e+00,95,1369213
Adadelta,1.00e+00,96,1345581
Adadelta,1.00e+00,97,1322624
Adadelta,1.00e+00,98,1300326
Adadelta,1.00e+00,99,1278675
Adadelta,1.00e+00,100,1257691
Adadelta,5.00e-01,1,6660327
Adadelta,5.00e-01,2,6652293
Adadelta,5.00e-01,3,6643208
Adadelta,5.00e-01,4,6633076
Adadelta,5.00e-01,5,6621902
Adadelta,5.00e-01,6,6609689
Adadelta,5.00e-01,7,6596442
Adadelta,5.00e-01,8,6582168
Adadelta,5.00e-01,9,6566873
Adadelta,5.00e-01,10,6550564
Adadelta,5.00e-01,11,6533245
Adadelta,5.00e-01,12,6514925
Adadelta,5.00e-01,13,6495617
Adadelta,5.00e-01,14,6475321
Adadelta,5.00e-01,15,6454049
Adadelta,5.00e-01,16,6431812
Adadelta,5.00e-01,17,6408619
Adadelta,5.00e-01,18,6384479
Adadelta,5.00e-01,19,6359402
Adadelta,5.00e-01,20,6333401
Adadelta,5.00e-01,21,6306487
Adadelta,5.00e-01,22,6278670
Adadelta,5.00e-01,23,6249965
Adadelta,5.00e-01,24,6220384
Adadelta,5.00e-01,25,6189937
Adadelta,5.00e-01,26,6158643
Adadelta,5.00e-01,27,6126513
Adadelta,5.00e-01,28,6093561
Adadelta,5.00e-01,29,6059805
Adadelta,5.00e-01,30,6025258
Adadelta,5.00e-01,31,5989936
Adadelta,5.00e-01,32,5953856
Adadelta,5.00e-01,33,5917037
Adadelta,5.00e-01,34,5879491
Adadelta,5.00e-01,35,5841242
Adadelta,5.00e-01,36,5802302
Adadelta,5.00e-01,37,5762693
Adadelta,5.00e-01,38,5722434
Adadelta,5.00e-01,39,5681546
Adadelta,5.00e-01,40,5640046
Adadelta,5.00e-01,41,5597956
Adadelta,5.00e-01,42,5555297
Adadelta,5.00e-01,43,5512088
Adadelta,5.00e-01,44,5468352
Adadelta,5.00e-01,45,5424114
Adadelta,5.00e-01,46,5379393
Adadelta,5.00e-01,47,5334213
Adadelta,5.00e-01,48,5288599
Adadelta,5.00e-01,49,5242573
Adadelta,5.00e-01,50,5196162
Adadelta,5.00e-01,51,5149388
Adadelta,5.00e-01,52,5102277
Adadelta,5.00e-01,53,5054856
Adadelta,5.00e-01,54,5007151
Adadelta,5.00e-01,55,4959187
Adadelta,5.00e-01,56,4910994
Adadelta,5.00e-01,57,4862597
Adadelta,5.00e-01,58,4814026
Adadelta,5.00e-01,59,4765308
Adadelta,5.00e-01,60,4716474
Adadelta,5.00e-01,61,4667549
Adadelta,5.00e-01,62,4618566
Adadelta,5.00e-01,63,4569556
Adadelta,5.00e-01,64,4520547
Adadelta,5.00e-01,65,4471573
Adadelta,5.00e-01,66,4422664
Adadelta,5.00e-01,67,4373853
Adadelta,5.00e-01,68,4325171
Adadelta,5.00e-01,69,4276652
Adadelta,5.00e-01,70,4228329
Adadelta,5.00e-01,71,4180237
Adadelta,5.00e-01,72,4132408
Adadelta,5.00e-01,73,4084879
Adadelta,5.00e-01,74,4037684
Adadelta,5.00e-01,75,3990858
Adadelta,5.00e-01,76,3944439
Adadelta,5.00e-01,77,3898460
Adadelta,5.00e-01,78,3852960
Adadelta,5.00e-01,79,3807974
Adadelta,5.00e-01,80,3763537
Adadelta,5.00e-01,81,3719684
Adadelta,5.00e-01,82,3676446
Adadelta,5.00e-01,83,3633854
Adadelta,5.00e-01,84,3591935
Adadelta,5.00e-01,85,3550711
Adadelta,5.00e-01,86,3510201
Adadelta,5.00e-01,87,3470421
Adadelta,5.00e-01,88,3431376
Adadelta,5.00e-01,89,3393071
Adadelta,5.00e-01,90,3355507
Adadelta,5.00e-01,91,3318684
Adadelta,5.00e-01,92,3282594
Adadelta,5.00e-01,93,3247230
Adadelta,5.00e-01,94,3212582
Adadelta,5.00e-01,95,3178639
